ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
8823e2d371909ac22f42cf38b24dfb93e1e1cc3bb1f88e054843f73c342db2c0,https://www.snap.com/political-ads/asset/db88c762bb1456fbf67368f65564aa062a7f9a21633efdfcbc163fd2b80b1f25?mediaType=mp4,EUR,1,1780,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Cavan,Kildare,Laois,Louth,Meath,Monaghan,Offaly,Wicklow",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
564498952dad3eccb800aa94f0aaff57b1bae5b2793b49e7a57e43693989a672,https://www.snap.com/political-ads/asset/d0e84a15ef7a8fb4627e53768821de4153e8e198a9332a303e2b0a1a41f068dd?mediaType=png,USD,0,431,2020/01/20 18:15:47Z,,RxB Marketing Agency,"4850 Libby Court,North Port,34287,US",,Unicorn Wealth,,21+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.gu-ecom.com/i/J687RSN/2175MQG/?sub1=snp
2ba94a01fcade67b24e4058bc612ce2b30cb98caaf4eb107e1d8877a322114bb,https://www.snap.com/political-ads/asset/8785f4f93c98c89ef445b15602c58f7f103bd3b84724d725d8cd5c8e35fa5f03?mediaType=jpg,USD,3,2308,2020/01/23 20:42:47Z,2020/01/30 20:42:47Z,Southern Environmental Law Center,US,,SELC,,,united states,Virginia,,,,,,,,,,,,"Outdoor & Nature Enthusiasts,Outdoor Sports Gear Shoppers,Nature & Outdoor Destinations,Beaches,Parks & Gardens,Outdoorsy Destinations",,Provided by Advertiser,,,,,web_view_url:https://www.southernenvironment.org/news-and-press/news-feed/cut-virginia-carbon/?utm_source=snap&utm_medium=ad&utm_campaign=VCRPhase2&p2asource=snap#action
a6243383a4a40377b728fe26ae52d7ec2543e2dbb5f5696404078ce5ba2c533f,https://www.snap.com/political-ads/asset/29d62fa42d9a515aaf755021329941e3b5b4a00294f9a67755167dfd37ec4f84?mediaType=mp4,GBP,1354,1766983,2020/01/15 11:11:32Z,,Momentum,"Cannon Wharf, Pell Street, Surrey Quays,London,SE85EN,GB",Labour Leadership Election,Momentum,,14-30,united kingdom,,,,,,,,,,,,,"Indie & Foreign Film Fans,Green Living Enthusiasts,Political News Watchers",,Provided by Advertiser,,,,,web_view_url:http://join.labour.org.uk/
6706a8a6cc3a2f0ffd5f902ad79ca9c8ec4754616aedf3a69b1c9733ba6ad8f0,https://www.snap.com/political-ads/asset/d9b43c5b07853259267505a88edf9aed9b6252fb565d4c271238376a348050d4?mediaType=mp4,GBP,43,31568,2020/01/20 10:00:16Z,2020/01/28 23:58:02Z,Opticomm,"31 Old Nichol Street,London,,E2 7HR,GB",Greenpeace,Greenpeace UK,,30+,united kingdom,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://secure.greenpeace.org.uk/page/s/turtle-journey-video?source=SC&subsource=OCMRGLPESC01GC&utm_source=snapchat&utm_medium=social&utm_campaign=turtle_journey_jan_2020&utm_content=journey_home_uncertain_fp
a412e15cba46582b2522c0d1822a20299f19f584d90710bf0711dad5ea66d067,https://www.snap.com/political-ads/asset/950488d9b7aaba077a298bf2bfc529c5a79254b1663b3122bbea7ee5edb473b8?mediaType=mp4,AUD,20325,8347119,2020/01/12 23:00:00Z,2020/01/26 12:59:59Z,Australian Government Department of Finance,"100 Chalmers Street,Surry Hills,2010,AU",,National Australia Day Council,,18+,australia,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:http://www.australiaday.org.au
d6671f9dc079b73fd2c909a1365120753f4ebc42df6ec3f26d5262f338737eb4,https://www.snap.com/political-ads/asset/76de19bfe2401c8a7ae2b2c38bd98bda1903349341f465876eebb6c59960363f?mediaType=mp4,EUR,331,277964,2020/01/01 05:00:00Z,2020/01/12 22:59:59Z,Reprise Media,"Skt. Petri Passage 52 ,København K,1165,DK",,Sundhedsstyrelsen,MALE,16-19,denmark,,,,,,,,,,,,,,,Provided by Advertiser,,,,,
d28faebf6260c51b3687440f4365157de7eea8ba9e0f50c1d160367888df4927,https://www.snap.com/political-ads/asset/2c4df423f58d2d29eb50b83e06793c1ffcae4e114f26fe786a4fa38815f27d48?mediaType=mp4,EUR,0,1358,2020/01/17 12:31:02Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,Dublin,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
a27730d23c47c976e56df48f7d2fd495473ad9f484a3a7193af6070137123add,https://www.snap.com/political-ads/asset/92e9d532856371011a23f1d74fa433dfe9472e91e9fef0c3fcb57de25b90cbad?mediaType=mp4,EUR,500,398107,2020/01/01 05:00:00Z,2020/01/12 22:59:59Z,Reprise Media,"Skt. Petri Passage 52 ,København K,1165,DK",,Sundhedsstyrelsen,MALE,16-19,denmark,,,,,,,,,,,,,,,Provided by Advertiser,,,,,
753e63e99f0242df3db77b569b7edf0a83b97487614934e47c66e5316a2ce642,https://www.snap.com/political-ads/asset/d704583eeaa12e4e1d38cfdbe9078b47354003e3bccbd56ddc3db37faad0ee63?mediaType=mp4,EUR,0,1507,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Clare,Cork,Kerry,Limerick",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
b559e4987283a67f1273cec3dc6f6cf6b3c8c390c46fd12b7f7ac6ac869b4770,https://www.snap.com/political-ads/asset/aff45627eeb9dba9025bb1a88724f9b95d09c25611e13f9b4aeabf51f06e247d?mediaType=mp4,USD,201,146456,2020/01/03 16:15:19Z,2020/01/01 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,South Carolina,,,,,,,,,,,,"Urban & Hip-Hop Music Fans,TV Network Viewers (BET)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/policies/douglass-plan/?utm_source=snapchat&utm_medium=video&utm_campaign=generational_theft&utm_content=41s
c09817ae26e55b317eac8fbf45939fdd45d99fb54ec79478d384c96f8511cca4,https://www.snap.com/political-ads/asset/3a05686daad416ab97242c20c7c7a565bb64e24e2f269212b4666fed3caeaa4f?mediaType=mp4,EUR,0,1086,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Clare,Cork,Kerry,Limerick",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
edb5af34245815f3e82c22d297f559da18aa40281732fb1602192deed8d51d0b,https://www.snap.com/political-ads/asset/9cad6b01a7b9b8cdcdd0969278ba06f8347e12c119858baf87e3d07033ff4d1c?mediaType=mp4,GBP,15,11628,2020/01/21 12:48:49Z,2020/03/02 07:59:59Z,Republic of Media Ltd.,"4th Floor, Nova House,Edinburgh,EH3 9QQ,GB",,Scottish Government,,16-24,united kingdom,,,,,"latitude 56.78120018038726;longitude -4.287511715387666;radius 100.0,latitude 57.32171550315462;longitude -2.418608752380237;radius 85.86,latitude 55.51943446788195;longitude -3.4927427040261705;radius 58.31,latitude 55.10155935962584;longitude -4.442367333596138;radius 60.15,latitude 55.83574454246647;longitude -2.4876021261947585;radius 23.42,latitude 56.080161847032315;longitude -2.8813614784165793;radius 54.27,latitude 55.78079022250972;longitude -4.63869497268675;radius 64.56,latitude 55.5023252578392;longitude -2.413099749062013;radius 9.83,latitude 58.113564814053944;longitude -4.522493797329133;radius 100.0,latitude 58.12173011298961;longitude -6.601857126173002;radius 37.38,latitude 59.008553059263335;longitude -2.9179367020813345;radius 55.74",,,,,,,,,,Provided by Advertiser,,,,,
47b00b8cdba915465f1dba8cc3f04fb5ad2bf96fcbd26e8ca594db7b76cc0937,https://www.snap.com/political-ads/asset/162d73fb628c50dec28456ce3a88649b4688ed4467af87cb1c7ac7e692dbc190?mediaType=mp4,USD,181,99517,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/issues/?utm_source=snapchat&utm_medium=video&utm_campaign=kitchen_table&utm_content=42s
1fdad25c995bcd96cbecf45d28f2039994cad0ea0e31ed7384de16367e268b7e,https://www.snap.com/political-ads/asset/ffdd436689d0c67ae6cf1e1d075f8583f747615ab38c3b497b03c17c718617b4?mediaType=mp4,USD,911,337460,2019/11/06 22:30:22Z,2020/01/31 20:18:22Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Conservation Colorado,FEMALE,18+,united states,,,,,"latitude 39.7661;longitude -105.0772;radius 2.84,latitude 39.732183;longitude -105.156664;radius 2.84,latitude 39.8083;longitude -104.9339;radius 2.84,latitude 39.6482;longitude -104.988;radius 2.0,latitude 39.8028;longitude -105.0875;radius 2.0,latitude 39.8432857;longitude -105.0106979;radius 2.0,latitude 39.8367;longitude -104.9591;radius 2.0,latitude 39.8367;longitude -105.0372;radius 2.0,latitude 39.8514;longitude -104.9986;radius 2.0,latitude 39.7294;longitude -104.8319;radius 2.06,latitude 39.6172;longitude -104.9508;radius 4.66,latitude 39.6133;longitude -105.0166;radius 4.2,latitude 39.93;longitude -104.93;radius 2.0,latitude 39.7322875;longitude -105.2124005;radius 2.0",,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://conservationco.org/cory-gardner-protect-coloradans-not-polluters/
a620b5a653240b4677452dfde121c2acc4ae71afd9533da939a37fb5f48f6798,https://www.snap.com/political-ads/asset/baa3bb313ed78e42a2f3e5c6326e19cecda02feca5a94a7353328c996838c8e7?mediaType=mp4,EUR,0,588,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Carlow,Kilkenny,Tipperary,Waterford,Wexford",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
79ec262205cd1dca98c4ec13e87840ea2fa9cbe37c909b633e3f4a15715945b8,https://www.snap.com/political-ads/asset/ffdd436689d0c67ae6cf1e1d075f8583f747615ab38c3b497b03c17c718617b4?mediaType=mp4,USD,286,175741,2019/11/06 22:30:22Z,2020/01/31 20:18:22Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Conservation Colorado,FEMALE,18+,united states,Colorado,,,,,,,,,"80012,80014,80022,80033,80123,80127,80201,80202,80203,80204,80205,80206,80207,80208,80209,80210,80211,80212,80214,80215,80216,80217,80218,80219,80220,80221,80222,80223,80224,80225,80226,80227,80228,80229,80230,80231,80232,80233,80234,80235,80236,80237,80238,80239,80241,80243,80244,80246,80247,80248,80249,80250,80251,80256,80257,80259,80260,80261,80262,80263,80264,80265,80266,80271,80273,80274,80281,80290,80291,80293,80294,80299",,,,,Provided by Advertiser,,,,,web_view_url:https://conservationco.org/cory-gardner-protect-coloradans-not-polluters/
cc83e84df4112ba77920aaeed3993313343af6cf62860147ee3127121b796681,https://www.snap.com/political-ads/asset/4153728ebe3881cf2624b3e51b6e07021cf929884edfedc736ed079a0e38429e?mediaType=mp4,GBP,20,23429,2020/01/21 12:48:49Z,2020/03/02 07:59:59Z,Republic of Media Ltd.,"4th Floor, Nova House,Edinburgh,EH3 9QQ,GB",,Scottish Government,,16-24,united kingdom,,,,,"latitude 56.78120018038726;longitude -4.287511715387666;radius 100.0,latitude 57.32171550315462;longitude -2.418608752380237;radius 85.86,latitude 55.51943446788195;longitude -3.4927427040261705;radius 58.31,latitude 55.10155935962584;longitude -4.442367333596138;radius 60.15,latitude 55.83574454246647;longitude -2.4876021261947585;radius 23.42,latitude 56.080161847032315;longitude -2.8813614784165793;radius 54.27,latitude 55.78079022250972;longitude -4.63869497268675;radius 64.56,latitude 55.5023252578392;longitude -2.413099749062013;radius 9.83,latitude 58.113564814053944;longitude -4.522493797329133;radius 100.0,latitude 58.12173011298961;longitude -6.601857126173002;radius 37.38,latitude 59.008553059263335;longitude -2.9179367020813345;radius 55.74",,,,,,,,,,Provided by Advertiser,,,,,
87e3f336e467b6ddd8f666617c33d207e821adc97a6df914f0086210925325f4,https://www.snap.com/political-ads/asset/eabfc4ee94120052a883489c1e58824b2af0e2b331b6114f8c56363dff74e589?mediaType=mp4,EUR,0,687,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Carlow,Kilkenny,Tipperary,Waterford,Wexford",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
cefdb300f2dd50f435a2962558c2a07f5e21f75bb1afd39ff0aff87166b82645,https://www.snap.com/political-ads/asset/8ff5f231386576fe91ee571f8c4d3d029c8ded6c15e3785dc4006cbfdc5dc943?mediaType=mp4,USD,1571,734316,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,,,,,,,,web_view_url:https://peteforamerica.com/policies/empower-workers/?utm_source=snapchat&utm_medium=video&utm_campaign=simple&utm_content=15s
2635d4f4756d2bb28443876c6a9b9e2aecd0a1a2cd11a48df66ba93275db061e,https://www.snap.com/political-ads/asset/110dc7be708c4d3389e4d9b9b5f2ba448f6882ece0f00049a96ade3fb7b49681?mediaType=mp4,EUR,39,52200,2020/01/14 10:53:21Z,2020/01/15 23:59:59Z,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",SpunOut,SpunOut.ie,,16-25,ireland,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/life/article/fine-gael-vs-fianna-fail-whats-the-difference?utm_source=snapchat&utm_medium=social&utm_campaign=life
12ca057f0a791e2a91ada359e87242fe5135a95b003e80f6c48e080c610ee310,https://www.snap.com/political-ads/asset/0df75da5f0f2b3a71e5382b295b57fa66d3665c17628aaa0df58797475c34bbd?mediaType=jpg,EUR,612,1553212,2020/01/09 08:00:01Z,2020/02/02 22:59:59Z,Dentsu Aegis Network France,"4, Place de Saverne,Courbevoie,92400,FR",,Education Nationale,,15-17,france,,,,,,,,,,,,,,,,fr,,,,web_view_url:http://quandjepasselebac.education.fr/questions-que-vous-vous-posez-sur-le-controle-continu/
0c9f8e801ac4479afd12811b5b19208c45eec818867a06e411198b615903147c,https://www.snap.com/political-ads/asset/76de19bfe2401c8a7ae2b2c38bd98bda1903349341f465876eebb6c59960363f?mediaType=mp4,EUR,237,119848,2020/01/01 05:00:00Z,2020/01/12 22:59:59Z,Reprise Media,"Skt. Petri Passage 52 ,København K,1165,DK",,Sundhedsstyrelsen,MALE,20-24,denmark,,,,,,,,,,,,,,,Provided by Advertiser,,,,,
f423bb5aeecb3bc66275de6e21438c7325ca584daf4c158027e0b3b43cb2ff8e,https://www.snap.com/political-ads/asset/b55864372443e550e0c5351d8f59d62d42e17fc76633019947c1a35ad21ccde1?mediaType=png,USD,46,14177,2019/11/19 17:10:56Z,2020/02/01 04:59:59Z,OpAD Media,"275 Madison Avenue, Suite 2200,New York ,10016,US",,NY State of Health,,18-34,united states,New York,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://nystateofhealth.ny.gov/?utm_medium=EN_18-34_G_REACH_ALL&utm_source=Snapchat&utm_campaign=OpenEnrollment2020
b8c7154e19d570954322e7f941cfde64c5398a8b0f31b4d0e7da800854df3d82,https://www.snap.com/political-ads/asset/a533819b953983fbbbed33dbaa074deab8d42982962e39f962c54fc2f759ab5a?mediaType=mp4,CAD,1055,740174,2020/01/06 14:00:00Z,2020/02/17 07:59:59Z,"Phoenix Advertising Group, Inc.","195-1621 Albert St,Regina,S4P 2S5,CA",,SGI,,16+,canada,Saskatchewan,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://www.sgi.sk.ca/distracted-driving-penalties?utm_source=snapchat&utm_medium=social&utm_campaign=Law20&utm_content=LawChanges-SCStories
9f89b3b18221a1c25ea7979615bdb2d118d90fe3a11d72a5572c743430fb7972,https://www.snap.com/political-ads/asset/95bdc581c47c583738cb5a5cd41c6ab9fbba3280cc605295d3528fc59b4bc25a?mediaType=mp4,USD,857,389601,2020/01/08 15:00:00Z,2020/02/28 21:00:00Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Conservation Colorado,MALE,18+,united states,,,,,,,,,"80005,80007,80002,80004,80010,80019,80018,80017,80016,80014,80013,80012,80011,80221,80601,80603,80021,80020,80023,80121,80112,80015,80122,80128,80640,80212,80216,80219,80231,80235,80236,80237,80238,80239,80249,80123,80210,80116,80401,80111,80465,80127,80226,80227,80228,80232,80214,80215,80234,80403,80241,80233,80229,80260,80137,80031,80033",,,,,,Provided by Advertiser,,,,,web_view_url:https://conservationco.org/cory-gardners-vote-on-dirty-power-scam/
a851489a87102305ba8f0d81a006d3285ba34f865bed356741faf175b8fecee4,https://www.snap.com/political-ads/asset/8ff5f231386576fe91ee571f8c4d3d029c8ded6c15e3785dc4006cbfdc5dc943?mediaType=mp4,USD,1241,609145,2020/01/04 17:27:46Z,2020/01/31 17:27:46Z,Pete for America,"202 S Michigan St,South Bend,46601,US",Pete for America,Pete for America,,18+,united states,Nevada,,,,,,,,,,,,"Advocates & Activists,Collegiates,Green Living Enthusiasts,Political News Watchers,TV Network Viewers (CNN),TV Network Viewers (MSNBC),TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/policies/empower-workers/?utm_source=snapchat&utm_medium=video&utm_campaign=simple&utm_content=15s
2b625babf918f80c1bf0215af616aa90c4a08643bed04b6927dc40506d71525a,https://www.snap.com/political-ads/asset/a2869873b2023a2446961351bf71ee515d7b0b7f9f375af273c965734642eb79?mediaType=mp4,USD,670,369006,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://newrepublic.com/article/155246/pete-buttigiegs-undeniable-allure
e615c684e340f8f720fab8530b72404e82e45b9e5f7c7397c42a41fdee125b1d,https://www.snap.com/political-ads/asset/fa2ad546460b863a3d928b14d834be786fef4b42c6a491016439ad885e68cf32?mediaType=mov,USD,42,37242,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?&utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_ComingOut_6s&utm_content=Traffic_Roo_13-17All&utm_campaign=PPRoo_Traffic5.13-6.7_Roo
4988475c311dc2a1b78b7811bc31d322772e6004c4a9dd9f80b1d8d03d9e26fa,https://www.snap.com/political-ads/asset/90f4730b643f1d21107902e75fe6e0ea542ea887eb225cfc5ffb597d580052bb?mediaType=mp4,USD,34070,3475506,2020/01/08 17:10:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1824
0c7f9123b029e9d0074a8ccfea71e2e3e22ffcd36f2ff76d091b9c8b096626f5,https://www.snap.com/political-ads/asset/1541bd8c973c48bade6c42a74255f0ea6c7570c2a22941057701a8a6c94a5daa?mediaType=mp4,GBP,55,37088,2020/01/20 10:00:16Z,2020/01/28 23:58:02Z,Opticomm,"31 Old Nichol Street,London,,E2 7HR,GB",Greenpeace,Greenpeace UK,,30+,united kingdom,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://secure.greenpeace.org.uk/page/s/turtle-journey-video?source=SC&subsource=OCMRGLPESC01GC&utm_source=snapchat&utm_medium=social&utm_campaign=turtle_journey_jan_2020&utm_content=journey_home_uncertain
2696103e9f34b9ddb9382ea5fce8ed5e3e30af5df1b3b569a94ffbb28ef46e09,https://www.snap.com/political-ads/asset/e95428c37aff578a2cf3b62309c5b3547907faa267af09d9a493f9ec1cf77344?mediaType=jpg,USD,1,982,2020/01/23 20:39:12Z,2020/02/27 04:59:12Z,Southern Environmental Law Center,US,,SELC,,,united states,Virginia,,,,,,,,,,,,"Advocates & Activists,Green Living Enthusiasts,Philanthropists,Wellness & Healthy Lifestyle,Eco-Conscious Shoppers,Home Movie Viewers (Documentary),TV Network Viewers (MSNBC)",,Provided by Advertiser,,,,,web_view_url:https://www.southernenvironment.org/news-and-press/news-feed/cut-virginia-carbon/?utm_source=snap&utm_medium=ad&utm_campaign=VCRPhase2&p2asource=snap#action
ad3ebd9875a4d64cb516aefedf036cf58a35ef329d4062ef48b0b4809512668c,https://www.snap.com/political-ads/asset/1307b507c2414ccfa468b85c25454a03e4cdbed11b6539f37c086bf48fcbe75d?mediaType=mp4,CAD,999,365919,2020/01/13 14:00:00Z,2020/02/10 02:59:59Z,MediaCom Canada,"31 Adelaide St. East, PO Box 7060,Toronto,M5C2L6,CA",,University of British Columbia,,16-25,united states,,,,,,,San Francisco - Oakland - San Jose,,,,,,,,Provided by Advertiser,,"College Graduates,HHI: 100-250k,HHI: 250k+,HHI: 75-100k,HHI: High Net Worth,Education (High School Diploma),Education (Some College),Education (Some High School),Education (Graduate Degree),Household Income ( $125,000-$149,999),Household Income ($75,000-$99,999),Household Income ($250,000+),Household Income ($200,000-$249,999),Household Income ($175,000-$199,999),Household Income ($150,000-$174,999),Household Income ($100,000-$124,999)",,,web_view_url:https://ourpotential.ca/climate-change/?utm_source=snapchat&utm_medium=motion&utm_campaign=ourpotential-c&utm_content=wong
d3cfb2d717102d86c14c3be87fc502411f917558119bf5b0f5834eae883e59ad,https://www.snap.com/political-ads/asset/ceda1ba0fdec3fd994d2e8ea057596992f912ad9c8f5b1c992335e13954a4045?mediaType=mp4,USD,122,55638,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/health-care?utm_source=snapchat&utm_medium=video&utm_campaign=m4awwi&utm_content=countable_15s
282873b16b4cd6e1b48c497736d96f2b320ea9257ef52dfa33fcb19466ea7fec,https://www.snap.com/political-ads/asset/2c4df423f58d2d29eb50b83e06793c1ffcae4e114f26fe786a4fa38815f27d48?mediaType=mp4,EUR,0,1135,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Cavan,Kildare,Laois,Louth,Meath,Monaghan,Offaly,Wicklow",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
6a8ef9fd7b3d0bf46979b46b42a3c5acb290961ac224c0043bc9f2980b649247,https://www.snap.com/political-ads/asset/c151c13f1839fc8b30613a1dbb745e67e91912476379eb620b7800f58064dacf?mediaType=mp4,CAD,33,21572,2020/01/20 11:00:00Z,2020/03/23 02:00:00Z,Cossette Media Inc,"P.O. Box. 11613, Succ. Centre-ville,Montreal,H3C5V9,CA",,OPC,,18-24,canada,Quebec,,,,,,,,,,,,,,Provided by Advertiser,fr,,,,web_view_url:https://www.opc.gouv.qc.ca/ficav/?utm_source=Snapchat&utm_medium=Display&utm_content=15sec_Safari_FR&utm_campaign=CSPQ|OPC|FICAV|CU_1013388
0570653487bcf35bce91455a70e0a2f4a50c054537d2dc3122a0a50a9a1d906d,https://www.snap.com/political-ads/asset/7513ec034dac7f59120fdeccf535a732790209c28a9f360bbdedb5aadf8823eb?mediaType=mp4,USD,1250,512483,2020/01/06 14:00:00Z,2020/01/19 07:59:59Z,Parcon Media,US,,University of California,,18-30,united states,California,,,,,,,,,,,,,,Provided by Advertiser,,Education (Some College),,,web_view_url:https://www.universityofcalifornia.edu/civic-engagement/register?utm_source=snap&utm_campaign=GOTV-Primary&utm_medium=cpc
f67eb74b445ad5c092e29c70dae08ca02e10f97c6d2be88fe8de5a2f2cd4c951,https://www.snap.com/political-ads/asset/299cc69697e34ef1891ce462640976a4fb5e7e53e7230a58b8340dcd8f6aaba8?mediaType=jpg,EUR,118,57157,2020/01/02 12:38:16Z,2020/01/06 20:59:59Z,All Rise Media AB,"Eriksbergsgatan 8b ,Stockholm,11430,SE",,Cancerfonden,FEMALE,35+,sweden,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://ad.doubleclick.net/ddm/clk/458882879;263719735;l
25bcd7f393c764154d69a6c9743896f16b4cfb01c9b0632b8b8e6da53795723e,https://www.snap.com/political-ads/asset/073a5ca561c12b7f21c47dfc4ce04796ff1484e156acdb9915a8254736867ca5?mediaType=mp4,USD,267,187808,2020/01/03 16:15:19Z,2020/01/01 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,South Carolina,,,,,,,,,,,,"Urban & Hip-Hop Music Fans,TV Network Viewers (BET)",,Provided by Advertiser,,,,,web_view_url:https://www.charlestonchronicle.net/2019/12/10/buttigieg-spends-time-in-the-hood/
de80f7666da918180d229ed1e0a1c2ae9f41fc5ac13f3c68eb8130fad6e408a7,https://www.snap.com/political-ads/asset/d9b43c5b07853259267505a88edf9aed9b6252fb565d4c271238376a348050d4?mediaType=mp4,GBP,2655,394206,2020/01/15 06:00:36Z,2020/01/28 23:59:59Z,Opticomm,"31 Old Nichol Street,London,,E2 7HR,GB",Greenpeace,Greenpeace UK,,25+,united kingdom,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://secure.greenpeace.org.uk/page/s/turtle-journey-video?source=SC&subsource=OCMRGLPESC01GC&utm_source=snapchat&utm_medium=social&utm_campaign=turtle_journey_jan_2020&utm_content=journey_home_make_change_fp
